emisora,dia_calendario,precio_apertura,precio_maximo,precio_minimo,precio_cierre,cambio_pesos
VESTA*,2026-02-05,54.49,55.05,54.02,54.66,0.1699999999999946
VESTA*,2026-02-06,54.66,55.46,54.09,55.44,0.7800000000000011
VESTA*,2026-02-09,55.12,57.48,55.12,57.4,2.280000000000001
VESTA*,2026-02-10,57.37,57.69,56.56,57.03,-0.3399999999999963
VESTA*,2026-02-11,57.24,57.49,53.53,56.73,-0.5100000000000051
VESTA*,2026-02-12,56.84,57.87,56.49,57.14,0.29999999999999716
VESTA*,2026-02-13,57.39,58.84,57.08,58.49,1.1000000000000014
VESTA*,2026-02-16,58.49,58.65,57.29,58.24,-0.25
VESTA*,2026-02-17,58.24,58.79,57.5,57.6,-0.6400000000000006
VESTA*,2026-02-18,57.7,57.93,57.38,57.88,0.17999999999999972
VESTA*,2026-02-19,57.88,58.84,57.44,57.94,0.05999999999999517
VESTA*,2026-02-20,58.92,61.42,58.08,61.08,2.1599999999999966
VESTA*,2026-02-23,61.08,62.58,60.54,61.94,0.8599999999999994
VESTA*,2026-02-24,62.15,64.0,61.89,63.62,1.4699999999999989
VESTA*,2026-02-25,63.72,64.33,62.42,63.07,-0.6499999999999986
VESTA*,2026-02-26,63.07,63.23,62.7,63.07,0.0
VESTA*,2026-02-27,62.75,64.03,62.49,63.26,0.509999999999998
VESTA*,2026-03-02,63.37,63.81,60.15,60.59,-2.779999999999994
VESTA*,2026-03-03,60.59,60.59,57.88,59.04,-1.5500000000000043
VESTA*,2026-03-04,58.85,60.17,58.7,59.89,1.0399999999999991
VESTA*,2026-03-05,59.4,60.04,59.26,59.76,0.35999999999999943
VESTA*,2026-03-06,59.42,59.98,58.83,58.87,-0.5500000000000043
VESTA*,2026-03-09,57.77,58.93,57.53,58.15,0.37999999999999545
VESTA*,2026-03-10,58.66,59.39,58.14,59.05,0.39000000000000057
VESTA*,2026-03-11,59.1,59.39,58.26,58.49,-0.6099999999999994
